                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                0.61405,                0.46625,                0.97865,                0.99025,                0.98967,                0.99461,                0.89527,                0.50009,                0.32219,                0.93843,             5.2291e-05,             5.2291e-05,             5.2291e-05
                    150,                0.62428,                0.48358,                0.98397,                0.98834,                0.99034,                 0.9943,                0.88263,                0.54418,                0.34445,                0.95455,             5.1341e-05,             5.1341e-05,             5.1341e-05
                    151,                 0.6026,                0.45498,                0.98914,                0.99059,                0.99286,                0.99467,                0.89486,                0.49801,                0.31849,                0.93937,              5.039e-05,              5.039e-05,              5.039e-05
                    152,                 0.5844,                0.45868,                0.96347,                 0.9867,                0.99243,                0.99448,                0.89772,                0.48862,                0.32004,                0.93418,              4.944e-05,              4.944e-05,              4.944e-05
                    153,                0.59538,                0.45845,                0.97773,                0.98801,                0.99207,                0.99443,                0.89369,                0.50542,                0.33051,                 0.9424,              4.849e-05,              4.849e-05,              4.849e-05
                    154,                0.59156,                0.45513,                0.96366,                0.98659,                0.99186,                0.99448,                0.88777,                0.52384,                 0.3283,                0.94745,             4.7539e-05,             4.7539e-05,             4.7539e-05
                    155,                0.59473,                0.46045,                0.98859,                0.98899,                 0.9914,                0.99455,                0.89542,                0.49404,                0.31988,                0.93535,             4.6589e-05,             4.6589e-05,             4.6589e-05
                    156,                0.58019,                0.45647,                0.97636,                 0.9879,                0.99251,                0.99409,                0.89628,                0.49061,                0.32277,                0.93699,             4.5638e-05,             4.5638e-05,             4.5638e-05
                    157,                0.58833,                0.44174,                0.97196,                0.98579,                0.99174,                0.99387,                0.88969,                0.51327,                 0.3326,                0.93956,             4.4688e-05,             4.4688e-05,             4.4688e-05
                    158,                0.58509,                 0.4462,                0.96543,                0.99015,                0.98638,                0.99448,                0.89442,                 0.4907,                 0.3298,                 0.9324,             4.3738e-05,             4.3738e-05,             4.3738e-05
                    159,                0.57211,                0.46215,                 0.9604,                0.98746,                0.99275,                 0.9945,                0.89649,                0.49517,                0.31664,                0.93223,             4.2787e-05,             4.2787e-05,             4.2787e-05
                    160,                 0.5925,                0.44281,                0.98204,                0.98941,                0.99452,                 0.9943,                0.89682,                0.49215,                0.31492,                0.93495,             4.1837e-05,             4.1837e-05,             4.1837e-05
                    161,                0.58442,                0.43552,                0.96117,                0.99046,                 0.9944,                0.99446,                0.89859,                0.48901,                0.31231,                0.93237,             4.0886e-05,             4.0886e-05,             4.0886e-05
                    162,                 0.5758,                0.43656,                0.95873,                0.98926,                0.99428,                0.99465,                0.89948,                0.49049,                 0.3127,                0.93391,             3.9936e-05,             3.9936e-05,             3.9936e-05
                    163,                0.58453,                0.45008,                0.97241,                0.98903,                0.99102,                0.99473,                0.89973,                0.48914,                0.31914,                0.93827,             3.8986e-05,             3.8986e-05,             3.8986e-05
                    164,                0.58615,                0.43062,                0.96767,                0.98973,                  0.993,                0.99464,                0.90205,                 0.4792,                0.30948,                0.92837,             3.8035e-05,             3.8035e-05,             3.8035e-05
                    165,                0.58123,                0.43573,                0.96507,                0.98892,                0.99347,                0.99469,                0.90155,                0.47864,                0.31011,                0.92649,             3.7085e-05,             3.7085e-05,             3.7085e-05
                    166,                0.56647,                0.42825,                0.95992,                0.98989,                0.99278,                0.99466,                0.89989,                0.48069,                0.30769,                0.92701,             3.6134e-05,             3.6134e-05,             3.6134e-05
                    167,                0.55683,                0.42654,                0.95391,                0.99019,                0.99254,                0.99465,                 0.8986,                0.49351,                0.31032,                0.93253,             3.5184e-05,             3.5184e-05,             3.5184e-05
                    168,                0.56979,                0.44037,                0.96208,                0.98905,                 0.9918,                 0.9944,                0.89898,                0.48595,                0.31135,                0.92948,             3.4234e-05,             3.4234e-05,             3.4234e-05
                    169,                0.57878,                0.44179,                0.96817,                0.98705,                0.99388,                0.99469,                0.90251,                0.47378,                0.30692,                0.92172,             3.3283e-05,             3.3283e-05,             3.3283e-05
                    170,                0.56991,                0.43856,                0.95837,                0.99064,                0.99278,                0.99478,                0.89561,                0.50605,                0.31258,                0.93091,             3.2333e-05,             3.2333e-05,             3.2333e-05
                    171,                0.56251,                0.43873,                0.95449,                0.99175,                0.99339,                0.99476,                0.90803,                0.45926,                0.29883,                0.91599,             3.1382e-05,             3.1382e-05,             3.1382e-05
                    172,                0.57835,                0.43012,                0.95994,                0.98805,                0.99302,                0.99486,                0.90281,                  0.478,                0.30995,                0.92743,             3.0432e-05,             3.0432e-05,             3.0432e-05
                    173,                0.55735,                0.42367,                0.95053,                0.99091,                0.99331,                0.99484,                0.91112,                0.45168,                0.29919,                0.91189,             2.9482e-05,             2.9482e-05,             2.9482e-05
                    174,                 0.5437,                0.40897,                0.95409,                0.99184,                0.99372,                0.99488,                0.91161,                 0.4491,                 0.2967,                0.91298,             2.8531e-05,             2.8531e-05,             2.8531e-05
                    175,                0.55632,                0.42851,                0.95505,                0.99173,                0.99338,                0.99483,                0.90559,                0.46676,                0.29901,                0.91926,             2.7581e-05,             2.7581e-05,             2.7581e-05
                    176,                0.53337,                0.42954,                0.94903,                 0.9915,                0.99332,                0.99475,                0.90854,                0.44508,                0.29413,                 0.9117,              2.663e-05,              2.663e-05,              2.663e-05
                    177,                0.55395,                0.42717,                0.95968,                0.99299,                0.99294,                0.99485,                0.90799,                0.46332,                0.29661,                0.91686,              2.568e-05,              2.568e-05,              2.568e-05
                    178,                0.54498,                0.42465,                 0.9571,                0.99326,                0.99295,                0.99483,                 0.9173,                0.43496,                0.29054,                0.90605,              2.473e-05,              2.473e-05,              2.473e-05
                    179,                0.53966,                0.40745,                0.94221,                0.99367,                0.99434,                0.99488,                0.91248,                0.44956,                0.29653,                0.91342,             2.3779e-05,             2.3779e-05,             2.3779e-05
                    180,                0.53494,                0.42589,                0.94877,                0.99412,                0.99331,                0.99492,                  0.911,                0.44888,                0.29376,                0.91327,             2.2829e-05,             2.2829e-05,             2.2829e-05
                    181,                0.53691,                0.42343,                0.94793,                0.99474,                0.99319,                 0.9949,                0.91717,                 0.4288,                 0.2869,                0.90502,             2.1878e-05,             2.1878e-05,             2.1878e-05
                    182,                0.54414,                0.41653,                0.94883,                 0.9938,                0.99355,                0.99491,                0.91612,                 0.4352,                0.28874,                0.90685,             2.0928e-05,             2.0928e-05,             2.0928e-05
                    183,                0.53836,                0.41251,                0.94733,                0.99284,                0.99499,                 0.9949,                0.90921,                0.45209,                0.29803,                0.91537,             1.9978e-05,             1.9978e-05,             1.9978e-05
                    184,                0.53989,                0.41027,                0.94629,                0.99451,                0.99381,                 0.9949,                0.91624,                0.43073,                0.29207,                0.90462,             1.9027e-05,             1.9027e-05,             1.9027e-05
                    185,                0.54439,                0.41981,                0.94775,                 0.9934,                0.99419,                0.99492,                  0.916,                0.43314,                0.28936,                0.90458,             1.8077e-05,             1.8077e-05,             1.8077e-05
                    186,                0.54524,                 0.4149,                0.94791,                0.99277,                0.99423,                0.99492,                 0.9106,                0.45321,                 0.2919,                   0.91,             1.7126e-05,             1.7126e-05,             1.7126e-05
                    187,                0.53238,                0.42647,                0.94651,                0.99328,                 0.9953,                0.99492,                0.91107,                0.44608,                0.29013,                0.90685,             1.6176e-05,             1.6176e-05,             1.6176e-05
                    188,                0.53637,                0.41178,                0.94608,                0.99369,                0.99329,                 0.9949,                0.91868,                0.42831,                0.28731,                0.89952,             1.5226e-05,             1.5226e-05,             1.5226e-05
                    189,                0.52621,                0.41022,                0.95028,                0.99386,                0.99313,                 0.9949,                0.91767,                0.42771,                0.28542,                0.90205,             1.4275e-05,             1.4275e-05,             1.4275e-05
                    190,                0.53117,                0.40971,                0.94418,                0.99435,                0.99406,                 0.9949,                0.92203,                0.41193,                0.28029,                0.89655,             1.3325e-05,             1.3325e-05,             1.3325e-05
                    191,                0.48619,                0.38603,                0.93176,                0.99444,                0.99401,                0.99492,                0.92386,                0.40832,                 0.2811,                 0.8888,             1.2374e-05,             1.2374e-05,             1.2374e-05
                    192,                0.48017,                 0.3694,                0.92443,                 0.9939,                0.99389,                0.99492,                0.92594,                 0.4067,                0.28381,                0.88297,             1.1424e-05,             1.1424e-05,             1.1424e-05
                    193,                0.45935,                 0.3538,                0.92901,                0.99427,                0.99383,                0.99492,                0.92469,                0.40704,                0.28525,                0.88198,             1.0474e-05,             1.0474e-05,             1.0474e-05
                    194,                0.45973,                0.36603,                0.91758,                0.99449,                0.99465,                0.99492,                0.92857,                0.39858,                0.27997,                0.87815,             9.5232e-06,             9.5232e-06,             9.5232e-06
                    195,                 0.4571,                0.35522,                0.91891,                 0.9951,                0.99396,                0.99492,                0.93073,                0.39299,                 0.2775,                0.87548,             8.5728e-06,             8.5728e-06,             8.5728e-06
                    196,                0.45869,                0.34731,                0.91229,                 0.9948,                0.99393,                0.99492,                 0.9305,                0.39128,                0.27585,                 0.8749,             7.6224e-06,             7.6224e-06,             7.6224e-06
                    197,                0.45519,                0.35668,                 0.9224,                0.99441,                0.99419,                0.99492,                0.93171,                0.38882,                0.27394,                0.87406,              6.672e-06,              6.672e-06,              6.672e-06
                    198,                0.45809,                0.34879,                0.92244,                 0.9948,                0.99458,                0.99492,                0.92948,                0.39112,                0.27487,                0.87571,             5.7216e-06,             5.7216e-06,             5.7216e-06
                    199,                0.44005,                0.33933,                 0.9105,                0.99451,                0.99544,                0.99495,                0.93253,                0.38478,                0.27287,                0.87401,             4.7712e-06,             4.7712e-06,             4.7712e-06
                    200,                 0.4489,                0.36802,                0.90114,                0.99474,                0.99542,                0.99495,                0.93346,                0.38295,                0.27257,                0.87234,             3.8208e-06,             3.8208e-06,             3.8208e-06
